"","...1","fid","mean_elev","elev_band","geometry","aspect","canopy_height","slope","road_lenght"
"1551",1551,1677,606.707581113496,"0-1000m","list(c(94.6479155587388",94.6486073178209,94.6995325303481,"94.6988194256249, 94.6479155587388, 28.1543963109946, 28.1995128854511, 28.1988898656904, 28.1537744632682, 28.1543963109946)),178.62720914854,24.2241151004317,22.9142347895403",8804.98093805593
"1552",1552,1678,506.141736237524,"0-1000m","list(c(94.6988194256249",94.6995325303481,94.7504560947319,"94.7497216473103, 94.6988194256249, 28.1537744632682, 28.1988898656904, 28.1982479109608, 28.1531337161797, 28.1537744632682)),183.449064841588,22.9497702599424,18.8657101318355",25839.0701497433
"1553",1553,1679,393.755351202059,"0-1000m","list(c(94.7497216473103",94.7504560947319,94.8013779616776,"94.8006221745881, 94.7497216473103, 28.1531337161797, 28.1982479109608, 28.1975870235677, 28.1524740720291, 28.1531337161797)),160.45419598518,24.1269179775097,17.4295016400423",34184.4794596574
"1554",1554,1680,392.182047721247,"0-1000m","list(c(94.8006221745881",94.8013779616776,94.8522980819007,"94.8515209582615, 94.8006221745881, 28.1524740720291, 28.1975870235677, 28.1969072058847, 28.1517955331838, 28.1524740720291)),203.964201405229,22.5028393508741,13.052849419474",42982.0198657668
"1555",1555,1681,720.246312221455,"0-1000m","list(c(94.8515209582615",94.8522980819007,94.9032164061266,"94.9024179491436, 94.8515209582615, 28.1517955331838, 28.1969072058847, 28.1962084603528, 28.1510981020793, 28.1517955331838)),205.966000036401,29.4640179143863,24.4242671175199",0
"1556",1556,1682,1116.07347310276,"1000-2000m","list(c(94.9024179491436",94.9032164061266,94.9541328850913,"94.9533130980584, 94.9024179491436, 28.1510981020793, 28.1962084603528, 28.1954907894811, 28.1503817812184, 28.1510981020793)),193.912369988886,33.1543378792731,28.235741703033",0
"1557",1557,1683,1005.2136725161,"1000-2000m","list(c(94.9533130980584",94.9541328850913,95.0050474695417,"95.0042063558403, 94.9533130980584, 28.1503817812184, 28.1954907894811, 28.1947541958463, 28.1496465731716, 28.1503817812184)),159.678942593987,35.2389316235435,30.7217720307308",1635.4426945296
"1558",1558,1684,478.175506873391,"0-1000m","list(c(95.0042063558403",95.0050474695417,95.0559601102358,"95.0550976733349, 95.0042063558403, 28.1496465731716, 28.1947541958463, 28.1939986820929, 28.1488924805771, 28.1496465731716)),160.084371881625,29.3115352548239,24.2520587090229",8410.88929640643
"1559",1559,1685,939.749274081555,"0-1000m","list(c(95.0550976733349",95.0559601102358,95.1068707579426,"95.1059870013989, 95.0550976733349, 28.1488924805771, 28.1939986820929, 28.1932242509331, 28.1481195061405, 28.1488924805771)),204.74388784447,38.295710167863,28.8901750793171",2164.34412771279
"1560",1560,1686,950.688908417551,"0-1000m","list(c(95.1059870013989",95.1068707579426,95.1577793634433,"95.1568742909011, 95.1059870013989, 28.1481195061405, 28.1932242509331, 28.1924309051469, 28.1473276526349, 28.1481195061405)),153.63000572362,36.2866832926796,31.3039621301451",0
"1561",1561,1687,508.683980917708,"0-1000m","list(c(95.1568742909011",95.1577793634433,95.2086858775306,"95.2077594927216, 95.1568742909011, 28.1473276526349, 28.1924309051469, 28.1916186475818, 28.146516922901, 28.1473276526349)),170.66073148273,31.2011386374154,27.7609138260136",7601.99925696734
"1562",1562,1688,517.400233556369,"0-1000m","list(c(95.2077594927216",95.2086858775306,95.2595902510096,"95.2586425577531, 95.2077594927216, 28.146516922901, 28.1916186475818, 28.190787481153, 28.145687319847, 28.146516922901)),179.582836068057,34.2980162590901,27.6718918692511",14917.4346712397
"1563",1563,1689,773.440493377691,"0-1000m","list(c(95.2586425577531",95.2595902510096,95.3104924346979,"95.3095234369007, 95.2586425577531, 28.145687319847, 28.190787481153, 28.1899374088433, 28.1448388464485, 28.145687319847)),198.171778263782,36.6661187969407,30.1221297992898",2917.8207891891
"1564",1564,1690,862.956656832591,"0-1000m","list(c(95.3095234369007",95.3104924346979,95.3613923794259,"95.3604020810821, 95.3095234369007, 28.1448388464485, 28.1899374088433, 28.1890684337032, 28.1439715057484, 28.1448388464485)),150.081609921522,32.5183323180114,26.3658705422264",1014.6289981542
"1565",1565,1691,357.866809746244,"0-1000m","list(c(95.3604020810821",95.3613923794259,95.4122900360371,"95.4112784412282, 95.3604020810821, 28.1439715057484, 28.1890684337032, 28.1881805588507, 28.1430853008572, 28.1439715057484)),183.67266473665,22.9232502167458,8.69049185478892",8890.83841030782
"1566",1566,1692,475.12626326031,"0-1000m","list(c(95.4112784412282",95.4122900360371,95.4631853553883,"95.462152468283, 95.4112784412282, 28.1430853008572, 28.1881805588507, 28.187273787471, 28.1421802349526, 28.1430853008572)),179.496576201728,24.9472667331135,12.1741291515728",13805.9537497411
"1567",1567,1693,316.571841064591,"0-1000m","list(c(95.462152468283",95.4631853553883,95.5140782883499,"95.5130241132044, 95.462152468283, 28.1421802349526, 28.187273787471, 28.1863481228174, 28.1412563112798, 28.1421802349526)),174.545991851868,21.8994668259015,5.6947261493817",14774.3425759478
"1568",1568,1694,283.110749905315,"0-1000m","list(c(95.5130241132044",95.5140782883499,95.5649687858065,"95.5638933269639, 95.5130241132044, 28.1412563112798, 28.1863481228174, 28.1854035682101, 28.1403135331511, 28.1412563112798)),164.748834572011,20.3709185272169,2.49146060489633",382.954511949007
"1569",1569,1695,260.377000816019,"0-1000m","list(c(95.5638933269639",95.5649687858065,95.6158567986566,"95.6147600605474, 95.5638933269639, 28.1403135331511, 28.1854035682101, 28.1844401270371, 28.1393519039462, 28.1403135331511)),169.142566797733,20.8503106176845,2.54923359947699",0
"1570",1570,1696,233.914914317996,"0-1000m","list(c(95.6147600605474",95.6158567986566,95.6667422778134,"95.6656242649552, 95.6147600605474, 28.1393519039462, 28.1844401270371, 28.1834578027536, 28.1383714271119, 28.1393519039462)),161.114282658559,21.7522798446124,2.38577689569358",7760.56564626261
"1571",1571,1697,204.440253755839,"0-1000m","list(c(95.6656242649552",95.6667422778134,95.7176251742048,"95.7164858912022, 95.6656242649552, 28.1383714271119, 28.1834578027536, 28.1824565988823, 28.1373721061624, 28.1383714271119)),174.543979093772,13.8189777783577,2.14617744885106",5621.2659121338
"1572",1572,1698,217.35575293453,"0-1000m","list(c(95.7164858912022",95.7176251742048,95.7685054387739,"95.7673448903185, 95.7164858912022, 28.1373721061624, 28.1824565988823, 28.1814365190131, 28.136353944679, 28.1373721061624)),197.32036563112,18.701569468802,2.23915775643493",746.559629351859
"1573",1573,1699,304.875337392505,"0-1000m","list(c(95.7673448903185",95.7685054387739,95.8193830224789,"95.8182012133493, 95.7673448903185, 28.136353944679, 28.1814365190131, 28.1803975668033, 28.1353169463101, 28.136353944679)),222.20305623549,25.1798537095089,3.68764794087146",9038.85684259118
"1574",1574,1700,536.665888145436,"0-1000m","list(c(95.8182012133493",95.8193830224789,95.8702578762939,"95.8690548113557, 95.8182012133493, 28.1353169463101, 28.1803975668033, 28.1793397459775, 28.1342611147711, 28.1353169463101)),219.245334322156,26.0628553612029,13.5085721473138",49657.3394458183
"1575",1575,1701,1074.03891783316,"1000-2000m","list(c(95.8690548113557",95.8702578762939,95.9211299512088,"95.9199056354143, 95.8690548113557, 28.1342611147711, 28.1793397459775, 28.1782630603273, 28.1331864538448, 28.1342611147711)),198.447752519939,32.2312484379484,28.9826642550317",0
"1576",1576,1702,1606.64376341371,"1000-2000m","list(c(95.9199056354143",95.9211299512088,95.9719991982297,"95.9707536366182, 95.9199056354143, 28.1331864538448, 28.1782630603273, 28.1771675137118, 28.1320929673806, 28.1331864538448)),180.239198526998,32.484525563995,30.8237446867844",0
"1577",1577,1703,1649.44143493817,"1000-2000m","list(c(95.9707536366182",95.9719991982297,96.0228655683792,"96.0215987660766, 95.9707536366182, 28.1320929673806, 28.1771675137118, 28.1760531100571, 28.1309806592952, 28.1320929673806)),186.499059946028,30.5939132726155,34.7129976870045",0
"1578",1578,1704,1858.67544410269,"1000-2000m","list(c(96.0215987660766",96.0228655683792,96.0737290126968,"96.0724409749157, 96.0215987660766, 28.1309806592952, 28.1760531100571, 28.1749198533564, 28.1298495335721, 28.1309806592952)),204.024108416363,28.721546961326,29.9823443779208",0
"1579",1579,1705,1956.09982956697,"1000-2000m","list(c(96.0724409749157",96.0737290126968,96.1245894822389,"96.1232802142785, 96.0724409749157, 28.1298495335721, 28.1749198533564, 28.17376774767, 28.1286995942619, 28.1298495335721)),162.419358064362,28.4639555536696,28.3673921920981",0
"1580",1580,1706,1384.53486912309,"1000-2000m","list(c(96.1232802142785",96.1245894822389,96.1754469280792,"96.1741164353254, 96.1232802142785, 28.1286995942619, 28.17376774767, 28.1725967971254, 28.127530845482, 28.1286995942619)),174.068046392414,31.1882859023714,31.715264315005",0
"1581",1581,1707,2290.69502856067,"2000-2500m","list(c(96.1741164353254",96.1754469280792,96.2263013013092,"96.2249495892343, 96.1741164353254, 28.127530845482, 28.1725967971254, 28.1714070059168, 28.1263432914165, 28.127530845482)),196.558076454254,27.6515092553156,32.5527858051061",0
"1582",1582,1708,2158.45922232041,"2000-2500m","list(c(96.2249495892343",96.2263013013092,96.2771525530381,"96.2757796272008, 96.2249495892343, 28.1263432914165, 28.1714070059168, 28.1701983783056, 28.1251369363165, 28.1263432914165)),195.917931561677,32.7559676916779,32.4271911879103",0
"1583",1583,1709,2381.95910488984,"2000-2500m","list(c(96.2757796272008",96.2771525530381,96.3280006343934,"96.326606500439, 96.2757796272008, 28.1251369363165, 28.1701983783056, 28.1689709186201, 28.1239117844997, 28.1251369363165)),148.922138727986,24.651637165528,34.3946714695867",0
"1584",1584,1711,2380.51581821606,"2000-2500m","list(c(96.4282505576778",96.4296870905858,96.4805253677712,"96.4790676441993, 96.4282505576778, 28.1214051083207, 28.1664595206735, 28.1651755914032, 28.1201235929275, 28.1214051083207)),162.086554412308,32.0246651714389,35.7032286605371",0
"1585",1585,1712,1578.20359676103,"1000-2000m","list(c(96.4790676441993",96.4805253677712,96.5313602792802,"96.5298813710345, 96.4790676441993, 28.1201235929275, 28.1651755914032, 28.1638728480401, 28.1188232987555, 28.1201235929275)),148.076122586799,28.6692037292692,32.9496968611322",1505.8318797612
"1586",1586,1713,1537.6623847999,"1000-2000m","list(c(96.5298813710345",96.5313602792802,96.5821917763356,"96.5806916894922, 96.5298813710345, 28.1188232987555, 28.1638728480401, 28.1625512952464, 28.1175042304558, 28.1188232987555)),204.116652839812,31.7045264694273,35.6589959204761",6444.58627964203
"1587",1587,1714,1644.93741761346,"1000-2000m","list(c(96.5806916894922",96.5821917763356,96.6330198101796,"96.6314985509007, 96.5806916894922, 28.1175042304558, 28.1625512952464, 28.1612109377512, 28.1161663927458, 28.1175042304558)),166.2771224824,27.7779461340928,36.2863295206995",5572.89331368806
"1588",1588,1715,1692.66364321135,"1000-2000m","list(c(96.6314985509007",96.6330198101796,96.683844332075,"96.6823019066087, 96.6314985509007, 28.1161663927458, 28.1612109377512, 28.1598517803498, 28.1148097904095, 28.1161663927458)),189.515933067638,30.7328352390061,34.917015661713",8480.12855910145
"1589",1589,1716,1703.82763166154,"1000-2000m","list(c(96.9870456992583",96.9887149858361,97.0395135611928,"97.0378231545642, 96.9870456992583, 28.1062763955055, 28.1513023148505, 28.1498116979699, 28.1047885803101, 28.1062763955055)),189.261663817279,31.0935515094769,29.9823312473472",37914.6543642165
"1590",1590,1717,2218.67440838617,"2000-2500m","list(c(97.0378231545642",97.0395135611928,97.0903082354598,"97.0885967157134, 97.0378231545642, 28.1047885803101, 28.1498116979699, 28.1483023219409, 28.1032820411473, 28.1047885803101)),190.949300654891,38.0476925830752,32.4412109838456",546.091091926203
"1591",1591,1718,2171.71783027995,"2000-2500m","list(c(93.1712810802189",93.1713530975585,93.2223260709198,"93.222232611467, 93.1712810802189, 28.2093358274009, 28.2544705846093, 28.254397238427, 28.2092626190776, 28.2093358274009)),166.515893612711,38.3849552426955,27.484608180584",0
"1592",1592,1719,1949.34805405574,"1000-2000m","list(c(93.578884524623",93.5791280630805,93.630097921573,"93.629832946577, 93.578884524623, 28.2082189613314, 28.2533516153834, 28.2531262185726, 28.2079939881596, 28.2082189613314)),156.411614496632,35.1981339297503,34.4505902942966",0
"1593",1593,1720,1508.71109785952,"1000-2000m","list(c(93.629832946577",93.630097921573,93.6810671677972,"93.6807807573584, 93.629832946577, 28.2079939881596, 28.2531262185726, 28.2528818183639, 28.2077500473053, 28.2079939881596)),178.717669229968,37.2172779587265,32.1797382510494",1293.67045388988
"1594",1594,1721,2075.36250429138,"2000-2500m","list(c(93.6807807573584",93.6810671677972,93.732035752228,"93.7317279075308, 93.6807807573584, 28.2077500473053, 28.2528818183639, 28.2526184156364, 28.2074871396453, 28.2077500473053)),229.839565650686,38.181128740684,32.2316971961435",0
"1595",1595,1722,2402.54786055367,"2000-2500m","list(c(93.7317279075308",93.732035752228,93.7830036253441,"93.7826743476613, 93.7317279075308, 28.2074871396453, 28.2526184156364, 28.2523360113375, 28.207205266125, 28.2074871396453)),164.922865803448,33.0230957250461,31.676856914428",0
"1596",1596,1723,2366.01716550669,"2000-2500m","list(c(93.884564900087",93.8849370395679,93.9359024816552,"93.9355089135388, 93.884564900087, 28.206584625624, 28.2517142021567, 28.2513747995111, 28.2062458608744, 28.206584625624)),172.950137405751,33.9219100118428,30.9081921191456",0
"1597",1597,1724,1954.82282970309,"1000-2000m","list(c(93.9355089135388",93.9359024816552,93.9868670143871,"93.9864520192624, 93.9355089135388, 28.2062458608744, 28.2513747995111, 28.2510163997667, 28.2058881347261, 28.2062458608744)),188.613618651859,36.3158882086928,30.6603079598854",0
"1598",1598,1725,2230.29630785556,"2000-2500m","list(c(93.9864520192624",93.9868670143871,94.0378305882662,"94.0373941678488, 93.9864520192624, 28.2058881347261, 28.2510163997667, 28.2506390042125, 28.205511448465, 28.2058881347261)),176.913575351828,33.9226711706859,30.619179664548",0
"1599",1599,1726,1459.09441028682,"1000-2000m","list(c(94.0373941678488",94.0378305882662,94.0887931538005,"94.0883353098946, 94.0373941678488, 28.205511448465, 28.2506390042125, 28.2502426142056, 28.2051158034448, 28.205511448465)),157.691839723271,33.2124256695982,29.2487864208549",0
"1600",1600,1727,871.061640826062,"0-1000m","list(c(94.0883353098946",94.0887931538005,94.1397546615041,"94.1392753960023, 94.0883353098946, 28.2051158034448, 28.2502426142056, 28.2498272311713, 28.2047012010876, 28.2051158034448)),198.810443470981,28.2866856526061,25.0868925135255",24693.2410374453
"1601",1601,1728,656.302175337848,"0-1000m","list(c(94.1392753960023",94.1397546615041,94.1907150618972,"94.1902143767804, 94.1392753960023, 28.2047012010876, 28.2498272311713, 28.2493928566033, 28.2042676428833, 28.2047012010876)),178.341734590151,27.8236960856333,25.7662358439424",37549.011712786
"1602",1602,1729,1102.77129495951,"1000-2000m","list(c(94.1902143767804",94.1907150618972,94.2416743055066,"94.2411522028442, 94.1902143767804, 28.2042676428833, 28.2493928566033, 28.2489394920635, 28.2038151303899, 28.2042676428833)),183.518579647068,35.3890998929524,27.7789201665321",1700.72311949604
"1603",1603,1730,1713.66642738991,"1000-2000m","list(c(94.2411522028442",94.2416743055066,94.2926323428656,"94.2920888248157, 94.2411522028442, 28.2038151303899, 28.2489394920635, 28.2484671391818, 28.2033436652336, 28.2038151303899)),210.679609534339,39.8333614090254,29.0448228345112",0
"1604",1604,1731,2296.29612059549,"2000-2500m","list(c(94.2920888248157",94.2926323428656,94.3435891245149,"94.3430241933236, 94.2920888248157, 28.2033436652336, 28.2484671391818, 28.2479757996566, 28.2028532491085, 28.2033436652336)),173.147264235813,41.2562195992075,27.0290326343929",0
"1605",1605,1732,2308.51243718985,"2000-2500m","list(c(94.3939582590043",94.3945446010025,94.4454987228839,"94.4448909725019, 94.3939582590043, 28.2023438837768, 28.2474654752542, 28.2469361678092, 28.2018155710685, 28.2023438837768)),189.543520884089,39.3642161051617,31.346552792261",0
"1606",1606,1733,2309.63265815674,"2000-2500m","list(c(94.4448909725019",94.4454987228839,94.4964514407226,"94.4958222844679, 94.4448909725019, 28.2018155710685, 28.2469361678092, 28.2463878792243, 28.2012683128817, 28.2018155710685)),155.844615397339,37.7595898372634,25.6530542421791",0
"1607",1607,1734,1601.52510827946,"1000-2000m","list(c(94.4958222844679",94.4964514407226,94.5474027050905,"94.5467521455626, 94.4958222844679, 28.2012683128817, 28.2463878792243, 28.2458206114704, 28.2007021111826, 28.2012683128817)),166.06736810734,35.8843016315161,28.486289298623",0
"1608",1608,1735,898.748634561967,"0-1000m","list(c(94.5467521455626",94.5474027050905,94.5983524665678,"94.5976805064545, 94.5467521455626, 28.2007021111826, 28.2458206114704, 28.2452343665864, 28.2001169680051, 28.2007021111826)),155.329900839449,31.9537632534134,25.0716656441903",7794.30492138894
"1609",1609,1736,505.557816547548,"0-1000m","list(c(94.5976805064545",94.5983524665678,94.6493006757436,"94.6486073178209, 94.5976805064545, 28.2001169680051, 28.2452343665864, 28.2446291466794, 28.1995128854511, 28.2001169680051)),173.56540111965,27.0137760551405,22.1387829642649",22369.0946480623
"1610",1610,1737,507.758458351641,"0-1000m","list(c(94.6486073178209",94.6493006757436,94.7002472832162,"94.6995325303481, 94.6486073178209, 28.1995128854511, 28.2446291466794, 28.2440049539243, 28.1988898656904, 28.1995128854511)),174.37926381682,26.3789507912421,22.5651558912866",17278.1376550609
"1611",1611,1738,591.224056677382,"0-1000m","list(c(94.6995325303481",94.7002472832162,94.7511922395931,"94.7504560947319, 94.6995325303481, 28.1988898656904, 28.2440049539243, 28.2433617905643, 28.1982479109608, 28.1988898656904)),192.305306266193,27.1773587797961,22.729682858834",8099.48451539758
"1612",1612,1739,543.083798882682,"0-1000m","list(c(94.7504560947319",94.7511922395931,94.8021354954916,"94.8013779616776, 94.7504560947319, 28.1982479109608, 28.2433617905643, 28.2426996589107, 28.1975870235677, 28.1982479109608)),161.328326192137,26.4959967537973,20.6604616516718",4172.00707634446
"1613",1613,1740,395.958288870755,"0-1000m","list(c(94.8013779616776",94.8021354954916,94.8530770015389,"94.8522980819007, 94.8013779616776, 28.1975870235677, 28.2426996589107, 28.2420185613425, 28.1969072058847, 28.1975870235677)),170.219971573103,23.4630539877148,15.9380131751753",22375.4928586759
"1614",1614,1741,437.594706781936,"0-1000m","list(c(94.8522980819007",94.8530770015389,94.9040167083725,"94.9032164061266, 94.8522980819007, 28.1969072058847, 28.2420185613425, 28.2413185003068, 28.1962084603528, 28.1969072058847)),188.747365920478,25.1302111650637,20.8794386341821",13625.4565100412
"1615",1615,1742,823.705065384975,"0-1000m","list(c(94.9032164061266",94.9040167083725,94.9549545666404,"94.9541328850913, 94.9032164061266, 28.1962084603528, 28.2413185003068, 28.2405994783188, 28.1954907894811, 28.1962084603528)),198.593016325645,30.8507982781084,27.9752069321166",7581.29242655735
"1616",1616,1743,617.967641704852,"0-1000m","list(c(94.9541328850913",94.9549545666404,95.0058905270015,"95.0050474695417, 94.9541328850913, 28.1954907894811, 28.2405994783188, 28.2398614979615, 28.1947541958463, 28.1954907894811)),141.990637890065,27.2220934772478,24.6852440820221",26445.9864414432
"1617",1617,1744,742.493617552511,"0-1000m","list(c(95.0050474695417",95.0058905270015,95.0568245401257,"95.0559601102358, 95.0050474695417, 28.1947541958463, 28.2398614979615, 28.2391045618858, 28.1939986820929, 28.1947541958463)),216.571668947157,34.1402106200406,23.2831197780495",0
"1618",1618,1745,1507.42451823489,"1000-2000m","list(c(95.0559601102358",95.0568245401257,95.1077565566945,"95.1068707579426, 95.0559601102358, 28.1939986820929, 28.2391045618858, 28.2383286728104, 28.1932242509331, 28.1939986820929)),190.119844495512,37.3875657707805,26.125704965574",0
"1619",1619,1746,1537.59295902125,"1000-2000m","list(c(95.1068707579426",95.1077565566945,95.1586865274009,"95.1577793634433, 95.1068707579426, 28.1932242509331, 28.2383286728104, 28.2375338335221, 28.1924309051469, 28.1932242509331)),157.025839674488,34.3364297015923,32.2292137590449",0
"1620",1620,1747,1143.66130894791,"1000-2000m","list(c(95.1577793634433",95.1586865274009,95.2096144029499,"95.2086858775306, 95.1577793634433, 28.1924309051469, 28.2375338335221, 28.2367200468753, 28.1916186475818, 28.1924309051469)),147.871895966032,33.9533121286834,33.7771806413229",0
"1621",1621,1748,650.039200301299,"0-1000m","list(c(95.2086858775306",95.2096144029499,95.2605401340588,"95.2595902510096, 95.2086858775306, 28.1916186475818, 28.2367200468753, 28.2358873157924, 28.190787481153, 28.1916186475818)),189.403715234991,30.6661499383661,27.5755437589184",7480.53810504876
"1622",1622,1749,1488.85181486221,"1000-2000m","list(c(95.2595902510096",95.2605401340588,95.3114636714575,"95.3104924346979, 95.2595902510096, 28.190787481153, 28.2358873157924, 28.2350356432633, 28.1899374088433, 28.190787481153)),185.92514949611,30.0978206247835,32.6564664141701",0
"1623",1623,1750,1119.48881121064,"1000-2000m","list(c(95.3104924346979",95.3114636714575,95.3623849658887,"95.3613923794259, 95.3104924346979, 28.1899374088433, 28.2350356432633, 28.2341650323459, 28.1890684337032, 28.1899374088433)),157.403447879051,34.7449790325267,33.3443794643105",0
"1624",1624,1751,962.766398845019,"0-1000m","list(c(95.3613923794259",95.3623849658887,95.4133039681083,"95.4122900360371, 95.3613923794259, 28.1890684337032, 28.2341650323459, 28.2332754861658, 28.1881805588507, 28.1890684337032)),183.084391535689,33.7070118428654,29.3789552657167",0
"1625",1625,1752,723.757123685278,"0-1000m","list(c(95.4122900360371",95.4133039681083,95.4642206288854,"95.4631853553883, 95.4122900360371, 28.1881805588507, 28.2332754861658, 28.2323670079161, 28.187273787471, 28.1881805588507)),178.419026486237,32.874213537457,22.6052042413368",0
"1626",1626,1753,657.027776910833,"0-1000m","list(c(95.4631853553883",95.4642206288854,95.515134899003,"95.5140782883499, 95.4631853553883, 28.187273787471, 28.2323670079161, 28.2314396008577, 28.1863481228174, 28.187273787471)),164.473270800845,26.4656336064472,17.0014550087974",0
"1627",1627,1754,406.391908856946,"0-1000m","list(c(95.5140782883499",95.515134899003,95.566046729258,"95.5649687858065, 95.5140782883499, 28.1863481228174, 28.2314396008577, 28.2304932683191, 28.1854035682101, 28.1863481228174)),147.889790809194,19.1114921529627,6.00762034417585",10941.9948799013
"1628",1628,1755,309.169251896008,"0-1000m","list(c(95.5649687858065",95.566046729258,95.6169560704616,"95.6158567986566, 95.5649687858065, 28.1854035682101, 28.2304932683191, 28.2295280136964, 28.1844401270371, 28.1854035682101)),169.077000950025,20.9988711872271,2.49271647331113",467.343484391604
"1629",1629,1756,272.765581598577,"0-1000m","list(c(95.6158567986566",95.6169560704616,95.6678628734396,"95.6667422778134, 95.6158567986566, 28.1844401270371, 28.2295280136964, 28.2285438404532, 28.1834578027536, 28.1844401270371)),155.691194958523,19.3650571234017,2.36099222314854",8030.95689969997
"1630",1630,1757,223.086906032264,"0-1000m","list(c(95.6667422778134",95.6678628734396,95.7187670890325,"95.7176251742048, 95.6667422778134, 28.1834578027536, 28.2285438404532, 28.2275407521208, 28.1824565988823, 28.1834578027536)),173.360453923996,9.89037998624484,2.1480141971532",0
"1631",1631,1758,250.319902624762,"0-1000m","list(c(95.7176251742048",95.7187670890325,95.7696686680959,"95.7685054387739, 95.7176251742048, 28.1824565988823, 28.2275407521208, 28.2265187522977, 28.1814365190131, 28.1824565988823)),197.140486792508,17.2477196245129,4.42872803834511",0
"1632",1632,1759,715.078274710527,"0-1000m","list(c(95.7685054387739",95.7696686680959,95.8205675615011,"95.8193830224789, 95.7685054387739, 28.1814365190131, 28.2265187522977, 28.2254778446503, 28.1803975668033, 28.1814365190131)),219.580302477139,28.7746400281427,18.8974590295824",17010.2883485611
"1633",1633,1760,1098.6520306321,"1000-2000m","list(c(95.8193830224789",95.8205675615011,95.8714637201349,"95.8702578762939, 95.8193830224789, 28.1803975668033, 28.2254778446503, 28.224418032912, 28.1793397459775, 28.1803975668033)),185.178689066073,31.5168591634278,26.9960922333942",7496.9218100473
"1634",1634,1761,1494.84956774133,"1000-2000m","list(c(95.8702578762939",95.8714637201349,95.9223570948999,"95.9211299512088, 95.8702578762939, 28.1793397459775, 28.224418032912, 28.2233393208838, 28.1782630603273, 28.1793397459775)),219.505726334724,32.5700540221743,34.6820789846017",0
"1635",1635,1763,2310.25265206202,"2000-2500m","list(c(96.0737290126968",96.0750200252564,96.125901773904,"96.1245894822389, 96.0737290126968, 28.1749198533564, 28.2199898220795, 28.2188355482479, 28.17376774767, 28.1749198533564)),167.850411532112,27.5112957909785,30.9698309955872",0
"1636",1636,1764,2049.99347710746,"2000-2500m","list(c(96.1245894822389",96.125901773904,96.1767804934464,"96.1754469280792, 96.1245894822389, 28.17376774767, 28.2188355482479, 28.2176623941408, 28.1725967971254, 28.17376774767)),172.702590515747,31.3021382360688,34.5499072624755",0
"1637",1637,1765,2166.39867669548,"2000-2500m","list(c(96.3280006343934",96.3293979875787,96.3802641009273,"96.3788454965211, 96.3280006343934, 28.1689709186201, 28.2140296925479, 28.2127810600555, 28.1677246312554, 28.1689709186201)),197.061770643181,29.4989505458078,35.0580276405281",0
"1638",1638,1766,2296.80921319559,"2000-2500m","list(c(96.4296870905858",96.4311269403762,96.4819864570226,"96.4805253677712, 96.4296870905858, 28.1664595206735, 28.2115135689813, 28.210227223865, 28.1651755914032, 28.1664595206735)),160.550338625611,32.4148099888753,32.8815948277004",0
"1639",1639,1767,1375.33091975906,"1000-2000m","list(c(96.4805253677712",96.4819864570226,96.532842601983,"96.5313602792802, 96.4805253677712, 28.1651755914032, 28.210227223865, 28.2089220293133, 28.1638728480401, 28.1651755914032)),159.536812420567,27.9190274335632,32.6959669882131",9604.99902323241
"1640",1640,1768,1917.89790345867,"1000-2000m","list(c(96.5313602792802",96.532842601983,96.5836953263936,"96.5821917763356, 96.5313602792802, 28.1638728480401, 28.2089220293133, 28.2075979899998, 28.1625512952464, 28.1638728480401)),230.167849121849,32.7793177650821,35.2315651990089",1403.47568037965
"1641",1641,1769,1776.28841172248,"1000-2000m","list(c(96.6330198101796",96.6345445814107,96.6853903182105,"96.683844332075, 96.6330198101796, 28.1612109377512, 28.2062551106648, 28.2048933961157, 28.1598517803498, 28.1612109377512)),184.326919324108,31.9563880312745,36.5503907868279",4616.59162318765
"1642",1642,1770,1940.61592959021,"1000-2000m","list(c(96.9887149858361",96.9903881249411,97.0412078689148,"97.0395135611928, 96.9887149858361, 28.1513023148505, 28.1963278469294, 28.1948344260828, 28.1498116979699, 28.1513023148505)),138.574197389032,31.1854957058415,30.5161939849239",29591.0201487272
"1643",1643,1771,1960.49021566118,"1000-2000m","list(c(97.0395135611928",97.0412078689148,97.0920237048433,"97.0903082354598, 97.0395135611928, 28.1498116979699, 28.1948344260828, 28.1933222108785, 28.1483023219409, 28.1498116979699)),194.592070641033,37.0675660883367,34.4821490770085",1575.38397755011
"1644",1644,1772,2100.86639256795,"2000-2500m","list(c(93.630097921573",93.6303635088378,93.6813542400301,"93.6810671677972, 93.630097921573, 28.2531262185726, 28.2982581485212, 28.2980132885807, 28.2528818183639, 28.2531262185726)),160.888707747093,37.0204191083104,32.8655662666986",0
"1645",1645,1773,2319.169220686,"2000-2500m","list(c(93.6810671677972",93.6813542400301,93.7323443082407,"93.732035752228, 93.6810671677972, 28.2528818183639, 28.2980132885807, 28.2977493903789, 28.2526184156364, 28.2528818183639)),227.128122411628,36.8452060981426,32.6223822754452",0
"1646",1646,1774,2423.39240348304,"2000-2500m","list(c(93.8339707376283",93.8343222572805,93.8853100389021,"93.8849370395679, 93.8339707376283, 28.2520346064829, 28.2971644830583, 28.2968434760444, 28.2517142021567, 28.2520346064829)),208.56886665536,38.6367211491745,36.3828080541134",0
